ite,time_1,time_2,ans
2,0.001,1.866E-4
3,0.0,1.048E-4
4,0.0,2.069E-4
5,0.0,6.52E-5
6,0.0,6.55E-5
7,0.0,3.53E-5
8,0.0,8.08E-5
9,0.0,3.11E-5
10,0.0,3.15E-5
11,0.0,3.03E-5
12,0.0,2.91E-5
13,0.001,4.93E-5
14,0.0,6.82E-5
15,0.0,8.46E-5
16,0.0,6.46E-5
17,0.0,4.22E-5
18,0.0,5.58E-5
19,0.0,3.58E-5
20,0.0,3.06E-5
21,0.0,3.76E-5
22,0.0,2.87E-5
23,0.0,3.03E-5
24,0.0,3.08E-5
25,0.0,3.72E-5
26,0.0,3.08E-5
27,0.0,3.57E-5
28,0.0,2.99E-5
29,0.0,2.92E-5
30,0.0,2.75E-5
31,0.0,3.16E-5
32,0.0,2.85E-5
33,0.0,2.71E-5
34,0.0,2.78E-5
35,0.0,2.96E-5
36,0.001,3.08E-5
37,0.0,3.6E-5
38,0.0,2.9E-5
39,0.0,2.96E-5
40,0.0,3.04E-5
41,0.0,3.99E-5
42,0.0,6.4E-5
43,0.0,6.6E-5
44,0.0,1.235E-4
45,0.0,3.01E-5
46,0.0,2.97E-5
47,0.0,3.02E-5
48,0.0,3.46E-5
49,0.0,3.1E-5
50,0.0,3.12E-5
51,0.0,3.16E-5
52,0.0,3.17E-5
53,0.0,4.05E-5
54,0.0,3.13E-5
55,0.0,3.11E-5
56,0.0,3.52E-5
57,0.0,3.1E-5
58,0.0,3.29E-5
59,0.0,3.17E-5
60,0.0,3.12E-5
61,0.0,3.19E-5
62,0.0,3.36E-5
63,0.001,3.42E-5
64,0.0,3.32E-5
65,0.0,3.21E-5
66,0.0,3.27E-5
67,0.0,3.44E-5
68,0.0,4.53E-5
69,0.0,3.25E-5
70,0.0,3.23E-5
71,0.0,3.17E-5
72,0.0,3.13E-5
73,0.0,3.17E-5
74,0.001,4.15E-5
75,0.0,7.17E-5
76,0.0,7.41E-5
77,0.0,7.71E-5
78,0.0,5.96E-5
79,0.0,3.19E-5
80,0.0,3.59E-5
81,0.0,3.27E-5
82,0.0,3.31E-5
83,0.0,3.42E-5
84,0.0,3.24E-5
85,0.0,3.23E-5
86,0.0,3.81E-5
87,0.0,3.66E-5
88,0.0,3.31E-5
89,0.0,3.27E-5
90,0.0,3.76E-5
91,0.0,3.4E-5
92,0.0,3.3E-5
93,0.0,3.39E-5
94,0.0,3.4E-5
95,0.0,3.43E-5
96,0.0,3.32E-5
97,0.0,3.66E-5
98,0.001,5.81E-5
99,0.0,3.54E-5
100,0.0,3.38E-5
101,0.0,3.55E-5
102,0.0,3.57E-5
103,0.0,3.75E-5
104,0.0,4.09E-5
105,0.0,4.35E-5
106,0.002,5.01E-5
107,0.0,3.22E-5
108,0.0,2.97E-5
109,0.0,3.18E-5
110,0.0,3.0E-5
111,0.001,0.0014046
112,0.0,3.77E-5
113,0.0,6.65E-5
114,0.0,6.64E-5
115,0.0,5.77E-5
116,0.0,3.06E-5
117,0.0,2.87E-5
118,0.0,2.78E-5
119,0.001,7.39E-5
120,0.0,1.0E-4
121,0.0,6.54E-5
122,0.0,5.47E-5
123,0.0,5.92E-5
124,0.0,2.8E-5
125,0.001,3.2E-5
126,0.0,2.92E-5
127,0.0,2.77E-5
128,0.0,3.07E-5
129,0.0,2.87E-5
130,0.0,2.98E-5
131,0.0,2.85E-5
132,0.0,2.82E-5
133,0.0,2.91E-5
134,0.0,2.83E-5
135,0.0,2.79E-5
136,0.0,2.99E-5
137,0.0,2.83E-5
138,0.001,4.01E-5
139,0.0,2.88E-5
140,0.0,2.91E-5
141,0.0,2.86E-5
142,0.0,3.31E-5
143,0.0,2.86E-5
144,0.0,2.88E-5
145,0.0,2.89E-5
146,0.0,2.97E-5
147,0.0,4.26E-5
148,0.0,3.41E-5
149,0.0,3.2E-5
150,0.0,2.91E-5
151,0.0,3.29E-5
152,0.0,6.08E-5
153,0.0,1.03E-4
154,0.0,1.085E-4
155,0.0,1.397E-4
156,0.0,7.01E-5
157,0.0,8.86E-5
158,0.0,4.14E-5
159,0.0,4.81E-5
160,0.0,3.1E-5
161,0.0,3.12E-5
162,0.0,3.06E-5
163,0.0,3.83E-5
164,0.0,3.07E-5
165,0.0,3.1E-5
166,0.0,3.07E-5
167,0.001,3.59E-5
168,0.0,5.1E-5
169,0.0,4.89E-5
170,0.0,4.58E-5
171,0.0,3.95E-5
172,0.0,3.53E-5
173,0.0,6.87E-5
174,0.0,3.32E-5
175,0.0,3.11E-5
176,0.0,3.95E-5
177,0.0,4.24E-5
178,0.0,3.15E-5
179,0.0,3.29E-5
180,0.0,3.12E-5
181,0.0,3.11E-5
182,0.0,3.64E-5
183,0.0,3.13E-5
184,0.0,3.18E-5
185,0.0,3.2E-5
186,0.001,5.56E-5
187,0.0,3.24E-5
188,0.0,3.6E-5
189,0.0,3.21E-5
190,0.0,3.56E-5
191,0.0,3.45E-5
192,0.0,3.23E-5
193,0.0,4.18E-5
194,0.0,3.39E-5
195,0.0,4.46E-5
196,0.0,3.22E-5
197,0.001,9.63E-5
198,0.0,7.08E-5
199,0.0,7.07E-5
200,0.0,4.6E-5
201,0.0,3.39E-5
202,0.0,3.15E-5
203,0.0,3.13E-5
204,0.0,3.29E-5
205,0.0,3.46E-5
206,0.0,3.11E-5
207,0.0,3.46E-5
208,0.0,3.14E-5
209,0.0,3.18E-5
210,0.0,3.29E-5
211,0.0,3.14E-5
212,0.0,3.24E-5
213,0.0,3.26E-5
214,0.0,3.15E-5
215,0.0,3.16E-5
216,0.0,3.18E-5
217,0.0,3.26E-5
218,0.0,3.19E-5
219,0.0,3.17E-5
220,0.0,3.3E-5
221,0.0,3.22E-5
222,0.001,3.53E-5
223,0.0,3.21E-5
224,0.0,3.22E-5
225,0.0,3.32E-5
226,0.0,3.24E-5
227,0.0,3.25E-5
228,0.0,3.26E-5
229,0.0,3.27E-5
230,0.0,3.38E-5
231,0.0,3.25E-5
232,0.0,3.27E-5
233,0.0,3.35E-5
234,0.0,3.3E-5
235,0.0,3.53E-5
236,0.0,3.3E-5
237,0.0,3.34E-5
238,0.0,3.45E-5
239,0.0,3.34E-5
240,0.0,3.46E-5
241,0.0,3.35E-5
242,0.0,3.34E-5
243,0.0,3.36E-5
244,0.0,3.37E-5
245,0.0,3.47E-5
246,0.0,3.43E-5
247,0.0,3.48E-5
248,0.0,3.49E-5
249,0.0,7.55E-5
250,0.0,6.86E-5
251,0.0,6.98E-5
252,0.0,1.118E-4
253,0.0,3.55E-5
254,0.0,3.49E-5
255,0.0,3.51E-5
256,0.0,4.17E-5
257,0.0,4.25E-5
258,0.0,3.59E-5
259,0.0,3.65E-5
260,0.001,3.63E-5
261,0.0,3.56E-5
262,0.0,4.64E-5
263,0.0,3.76E-5
264,0.0,3.54E-5
265,0.0,3.59E-5
266,0.0,7.44E-5
267,0.0,7.25E-5
268,0.0,7.55E-5
269,0.001,3.88E-5
270,0.0,3.54E-5
271,0.0,5.08E-5
272,0.0,6.94E-5
273,0.0,7.47E-5
274,0.0,6.74E-5
275,0.0,3.9E-5
276,0.0,3.61E-5
277,0.0,3.51E-5
278,0.001,4.23E-5
279,0.0,3.91E-5
280,0.0,4.04E-5
281,0.0,3.65E-5
282,0.0,3.72E-5
283,0.0,3.62E-5
284,0.0,3.69E-5
285,0.0,3.6E-5
286,0.0,3.61E-5
287,0.0,3.6E-5
288,0.0,3.63E-5
289,0.0,3.71E-5
290,0.0,3.6E-5
291,0.0,7.3E-5
292,0.0,7.4E-5
293,0.0,4.22E-5
294,0.0,3.71E-5
295,0.0,8.44E-5
296,0.0,3.72E-5
297,0.0,4.51E-5
298,0.0,3.98E-5
299,0.0,3.8E-5
300,0.0,3.79E-5
301,0.0,1.439E-4
302,0.0,1.058E-4
303,0.0,7.69E-5
304,0.0,4.09E-5
305,0.0,3.96E-5
306,0.0,3.89E-5
307,0.0,3.83E-5
308,0.0,5.37E-5
309,0.0,3.83E-5
310,0.0,3.88E-5
311,0.0,3.84E-5
312,0.0,3.98E-5
313,0.0,3.83E-5
