ite,time_1,time_2,ans
1139,0,1.035E-4,
1140,0,8.26E-5,
1141,0,4.21E-5,
1142,0.001,6.02E-5,
1143,0.001,4.14E-5,
1144,0,5.64E-5,
1145,0,3.06E-5,
1146,0.001,7.514E-4,
1147,0,3.62E-5,
1148,0,3.99E-5,
1149,0,5.85E-5,
1150,0,5.92E-5,
1151,0,5.12E-5,
1152,0,6.95E-5,
1153,0,6.15E-5,
1154,0,1.627E-4,
1155,0,8.97E-5,
1156,0.001,4.37E-5,
1157,0,2.91E-5,
1158,0,3.79E-5,
1159,0,7.29E-5,
1160,0,5.25E-5,
1161,0,6.18E-5,
1162,0,5.2E-5,
1163,0,7.14E-5,
1164,0,6.36E-5,
1165,0,5.64E-5,
1166,0,6.5E-5,
1167,0,5.93E-5,
1168,0,4.67E-5,
1169,0,3.69E-5,
1170,0,3.55E-5,
1171,0,3.9E-5,
1172,0.001,8.8E-5,
1173,0,6.46E-5,
1174,0.001,8.06E-5,
1175,0.001,7.49E-5,
1176,0,7.29E-5,
1177,0,6.21E-5,
1178,0,3.55E-5,
1179,0,2.57E-5,
1180,0,2.28E-5,
1181,0,2.2E-5,
1182,0,7.28E-5,
1183,0,8.25E-5,
1184,0,3.75E-5,
1185,0,2.64E-5,
1186,0,6.39E-5,
1187,0,5.29E-5,
1188,0,1.07E-4,
1189,0,5.81E-5,
1190,0,5.07E-5,
1191,0,5.4E-5,
1192,0.001,6.58E-5,
1193,0,2.91E-5,
1194,0,7.2E-5,
1195,0,7.86E-5,
1196,0,7.77E-5,
1197,0,5.42E-5,
1198,0,2.3E-5,
1199,0.001,3.588E-4,
1200,0,6.59E-5,
1201,0.001,5.97E-5,
1202,0.001,8.4E-5,
1203,0,6.9E-5,
1204,0,6.53E-5,
1205,0.001,6.21E-5,
1206,0,1.353E-4,
1207,0,1.471E-4,
1208,0.001,5.748E-4,
1209,0,7.34E-5,
1210,0,1.795E-4,
1211,0.001,1.956E-4,
1212,0,1.218E-4,
1213,0,7.85E-5,
1214,0,7.08E-5,
1215,0,6.98E-5,
1216,0,1.65E-4,
1217,0,7.69E-5,
1218,0,8.76E-5,
1219,0.001,7.43E-5,
1220,0,9.85E-5,
1221,0,1.046E-4,
1222,0,1.077E-4,
1223,0,1.082E-4,
1224,0.001,1.402E-4,
1225,0,2.472E-4,
1226,0,5.47E-5,
1227,0,6.2E-5,
1228,0,1.545E-4,
1229,0,1.17E-4,
1230,0,4.359E-4,
1231,0,8.57E-5,
1232,0.001,8.23E-5,
1233,0,1.548E-4,
1234,0,6.7E-5,
1235,0,5.65E-5,
1236,0,6.32E-5,
1237,0,5.6E-5,
1238,0,8.66E-5,
1239,0,8.0E-5,
1240,0,7.58E-5,
1241,0,5.24E-5,
1242,0,4.96E-5,
1243,0,3.45E-5,
1244,0,3.8E-5,
1245,0,4.87E-5,
1246,0,7.02E-5,
1247,0,3.92E-5,
1248,0,3.06E-5,
1249,0,2.58E-5,
1250,0,5.58E-5,
1251,0,3.85E-5,
1252,0,5.68E-5,
1253,0,4.0E-5,
1254,0.001,1.189E-4,
1255,0,9.25E-5,
1256,0,4.1E-5,
1257,0,4.33E-5,
1258,0,6.05E-5,
1259,0,1.026E-4,
1260,0,4.15E-5,
1261,0,4.66E-5,
1262,0,3.9E-5,
1263,0,5.85E-5,
1264,0,5.53E-5,
1265,0,4.91E-5,
1266,0,5.39E-5,
1267,0,3.67E-5,
1268,0,2.29E-5,
1269,0,2.76E-5,
1270,0,7.69E-5,
1271,0,2.184E-4,
1272,0,2.47E-5,
1273,0,7.04E-5,
1274,0,3.64E-5,
1275,0,8.47E-5,
1276,0,3.14E-5,
1277,0,2.22E-5,
1278,0,2.47E-5,
1279,0,4.72E-5,
1280,0,2.64E-5,
1281,0,4.49E-5,
1282,0,4.84E-5,
1283,0,4.49E-5,
1284,0,4.13E-5,
1285,0.001,5.273E-4,
1286,0,1.199E-4,
1287,0.001,7.47E-5,
1288,0,6.96E-5,
1289,0,3.77E-5,
1290,0,9.95E-5,
1291,0.001,3.37E-5,
1292,0,4.19E-5,
1293,0,7.52E-5,
1294,0,1.383E-4,
1295,0,5.95E-5,
1296,0,5.93E-5,
1297,0,2.12E-5,
1298,0,9.3E-5,
1299,0,1.084E-4,
1300,0,3.039E-4,
1301,0,5.64E-5,
1302,0,1.014E-4,
1303,0,1.058E-4,
1304,0,8.05E-5,
1305,0,8.18E-5,
1306,0,6.29E-5,
1307,0,8.46E-5,
1308,0,8.12E-5,
1309,0,7.82E-5,
1310,0.001,6.41E-5,
1311,0,8.27E-5,
1312,0,8.13E-5,
1313,0,7.89E-5,
1314,0,8.53E-5,
1315,0,8.98E-5,
1316,0,6.35E-5,
1317,0,9.07E-5,
1318,0,1.917E-4,
1319,0,8.33E-5,
1320,0,8.2E-5,
1321,0,6.98E-5,
1322,0,9.05E-5,
1323,0,8.3E-5,
1324,0,1.903E-4,
1325,0,9.59E-5,
1326,0,1.978E-4,
1327,0,8.74E-5,
1328,0,7.91E-5,
1329,0,1.457E-4,
1330,0,7.9E-5,
1331,0,9.66E-5,
1332,0,8.02E-5,
1333,0,6.54E-5,
1334,0,8.22E-5,
1335,0,8.31E-5,
1336,0,6.2E-5,
1337,0,9.14E-5,
1338,0.001,1.04E-4,
1339,0,8.09E-5,
1340,0,8.33E-5,
1341,0,8.79E-5,
1342,0.001,1.964E-4,
1343,0,8.06E-5,
1344,0,6.4E-5,
1345,0,6.47E-5,
1346,0,1.0E-4,
1347,0,8.61E-5,
1348,0,8.18E-5,
1349,0,7.33E-5,
1350,0,6.76E-5,
1351,0,5.83E-5,
1352,0,7.25E-5,
1353,0,5.53E-5,
1354,0,6.19E-5,
1355,0,5.81E-5,
1356,0,5.72E-5,
1357,0.001,6.61E-5,
1358,0,9.41E-5,
1359,0,9.48E-5,
1360,0,9.11E-5,
1361,0,8.37E-5,
1362,0,8.27E-5,
1363,0,8.89E-5,
1364,0,9.07E-5,
1365,0.001,8.54E-5,
1366,0,8.6E-5,
1367,0,1.695E-4,
1368,0,8.19E-5,
1369,0,8.68E-5,
1370,0,3.195E-4,
1371,0,8.24E-5,
1372,0.001,1.093E-4,
1373,0,1.898E-4,
1374,0,7.99E-5,
1375,0,2.877E-4,
1376,0,1.025E-4,
1377,0,8.73E-5,
1378,0,8.33E-5,
1379,0.001,1.114E-4,
1380,0.001,8.24E-5,
1381,0,8.49E-5,
1382,0,8.6E-5,
1383,0,9.7E-5,
1384,0,8.16E-5,
1385,0,9.76E-5,
1386,0.001,1.108E-4,
1387,0,9.03E-5,
1388,0,9.01E-5,
1389,0,9.79E-5,
1390,0,7.94E-5,
1391,0,5.89E-5,
1392,0,9.46E-5,
1393,0,8.61E-5,
1394,0,8.17E-5,
1395,0,8.74E-5,
1396,0,8.13E-5,
1397,0,8.1E-5,
1398,0.001,1.028E-4,
1399,0,2.985E-4,
1400,0,8.58E-5,
1401,0,1.849E-4,
1402,0,8.96E-5,
1403,0,8.55E-5,
1404,0,8.83E-5,
1405,0,7.93E-5,
1406,0,8.39E-5,
1407,0,2.039E-4,
1408,0,8.14E-5,
1409,0,2.04E-4,
1410,0,8.15E-5,
1411,0,8.06E-5,
1412,0,8.16E-5,
1413,0,8.96E-5,
1414,0.001,8.18E-5,
1415,0,8.38E-5,
1416,0,7.0E-5,
1417,0,8.39E-5,
1418,0,9.5E-5,
1419,0,8.31E-5,
1420,0,8.11E-5,
1421,0,9.05E-5,
1422,0,1.131E-4,
1423,0,1.233E-4,
1424,0,8.5E-5,
1425,0,9.97E-5,
1426,0,8.27E-5,
1427,0,8.45E-5,
1428,0,4.86E-5,
1429,0,1.097E-4,
1430,0,8.8E-5,
1431,0,9.65E-5,
1432,0,8.25E-5,
1433,0,8.37E-5,
1434,0,8.93E-5,
1435,0,8.31E-5,
1436,0,8.56E-5,
1437,0,9.29E-5,
1438,0,8.19E-5,
1439,0,8.17E-5,
1440,0,8.2E-5,
1441,0,8.26E-5,
1442,0,8.29E-5,
1443,0,8.52E-5,
1444,0,8.29E-5,
1445,0,8.37E-5,
1446,0,8.51E-5,
1447,0,9.56E-5,
1448,0,8.53E-5,
1449,0,9.09E-5,
1450,0,9.73E-5,
1451,0.001,8.98E-5,
1452,0,7.92E-5,
1453,0,1.087E-4,
1454,0,5.69E-5,
1455,0,5.35E-5,
1456,0,6.58E-5,
1457,0,5.31E-5,
1458,0,5.52E-5,
1459,0,5.76E-5,
1460,0,5.56E-5,
1461,0,5.04E-5,
1462,0.001,6.45E-5,
1463,0,9.12E-5,
1464,0,2.767E-4,
1465,0.001,7.66E-5,
1466,0,8.61E-5,
1467,0,8.06E-5,
1468,0,1.239E-4,
1469,0,8.31E-5,
1470,0,8.14E-5,
1471,0,9.16E-5,
1472,0,8.18E-5,
1473,0,8.51E-5,
1474,0,2.48E-4,
1475,0,8.95E-5,
1476,0,8.05E-5,
1477,0,8.93E-5,
1478,0,8.59E-5,
1479,0,5.43E-5,
1480,0,1.013E-4,
1481,0,8.5E-5,
1482,0,8.11E-5,
1483,0,5.7E-5,
1484,0,5.1E-5,
1485,0,4.98E-5,
1486,0,5.04E-5,
1487,0.001,6.01E-5,
1488,0,1.759E-4,
1489,0,9.08E-5,
1490,0,6.17E-5,
1491,0,5.4E-5,
1492,0,3.38E-5,
1493,0,7.81E-5,
1494,0,8.0E-5,
1495,0,7.92E-5,
1496,0,5.82E-5,
1497,0,5.41E-5,
1498,0,1.039E-4,
1499,0,9.11E-5,
1500,0,9.71E-5,
1501,0,1.042E-4,
1502,0,9.1E-5,
1503,0,9.19E-5,
1504,0,9.01E-5,
1505,0,8.24E-5,
1506,0,8.88E-5,
1507,0.001,1.43E-4,
1508,0,9.98E-5,
1509,0,1.153E-4,
1510,0,1.031E-4,
1511,0,8.63E-5,
1512,0,8.69E-5,
1513,0,8.51E-5,
1514,0,1.059E-4,
1515,0,9.12E-5,
1516,0,8.25E-5,
1517,0,3.96E-5,
1518,0,1.047E-4,
1519,0,8.34E-5,
1520,0,5.85E-5,
1521,0,8.99E-5,
1522,0,7.84E-5,
1523,0,9.64E-5,
1524,0,8.68E-5,
1525,0,8.23E-5,
1526,0,9.99E-5,
1527,0,8.34E-5,
1528,0,9.02E-5,
1529,0,8.14E-5,
1530,0,8.66E-5,
1531,0,8.95E-5,
1532,0,8.09E-5,
1533,0,1.062E-4,
1534,0.001,9.58E-5,
1535,0,8.05E-5,
1536,0,9.94E-5,
1537,0,8.4E-5,
1538,0,9.14E-5,
1539,0,8.76E-5,
1540,0,8.13E-5,
1541,0,2.175E-4,
1542,0,9.95E-5,
1543,0,9.36E-5,
1544,0,9.19E-5,
1545,0,8.33E-5,
1546,0,3.94E-4,
1547,0,8.37E-5,
1548,0,7.21E-5,
1549,0,8.82E-5,
1550,0,9.18E-5,
1551,0,1.008E-4,
1552,0,8.39E-5,
1553,0.001,3.56E-5,
1554,0,1.085E-4,
1555,0,8.73E-5,
1556,0,7.4E-5,
1557,0,1.142E-4,
1558,0,5.49E-5,
1559,0,9.89E-5,
1560,0,7.98E-5,
1561,0,9.1E-5,
1562,0,8.1E-5,
1563,0,8.49E-5,
1564,0.001,9.07E-5,
1565,0,8.37E-5,
1566,0,1.056E-4,
1567,0,8.55E-5,
1568,0.001,9.7E-5,
1569,0.001,8.35E-5,
1570,0,8.29E-5,
1571,0,9.75E-5,
1572,0,9.36E-5,
1573,0,8.5E-5,
1574,0,9.25E-5,
1575,0,9.6E-5,
1576,0,9.65E-5,
1577,0,9.08E-5,
1578,0,8.67E-5,
1579,0,1.042E-4,
1580,0,8.72E-5,
1581,0,9.83E-5,
1582,0,8.55E-5,
1583,0,7.15E-5,
1584,0,6.57E-5,
1585,0,8.76E-5,
1586,0,1.121E-4,
1587,0,8.03E-5,
1588,0,3.121E-4,
1589,0.001,1.098E-4,
1590,0,1.121E-4,
1591,0,1.511E-4,
1592,0,2.016E-4,
1593,0,8.68E-5,
1594,0,9.7E-5,
1595,0,9.02E-5,
1596,0,9.41E-5,
1597,0,8.79E-5,
1598,0,8.21E-5,
1599,0,8.82E-5,
1600,0,2.817E-4,
1601,0,9.06E-5,
1602,0,8.57E-5,
1603,0,8.42E-5,
1604,0,9.5E-5,
1605,0,8.4E-5,
1606,0,9.45E-5,
1607,0,7.82E-5,
1608,0.001,6.02E-5,
1609,0,1.096E-4,
1610,0,9.68E-5,
1611,0,1.036E-4,
1612,0,1.372E-4,
1613,0.001,1.006E-4,
1614,0,8.91E-5,
1615,0,1.062E-4,
1616,0,1.003E-4,
1617,0,8.95E-5,
1618,0,9.39E-5,
1619,0,1.154E-4,
1620,0,1.023E-4,
1621,0,1.13E-4,
1622,0,8.27E-5,
1623,0.001,9.58E-5,
1624,0,9.28E-5,
1625,0,8.55E-5,
1626,0,8.37E-5,
1627,0,1.014E-4,
1628,0,7.49E-5,
1629,0,2.84E-4,
1630,0,5.09E-5,
1631,0,1.083E-4,
1632,0,6.25E-5,
1633,0,8.25E-5,
1634,0,8.29E-5,
1635,0,2.596E-4,
1636,0,1.049E-4,
1637,0,9.03E-5,
1638,0,9.86E-5,
1639,0,9.25E-5,
1640,0,5.63E-5,
1641,0,7.96E-5,
1642,0,9.31E-5,
1643,0,1.066E-4,
1644,0,8.69E-5,
1645,0,1.009E-4,
1646,0,9.82E-5,
1647,0,9.19E-5,
1648,0,5.83E-5,
1649,0.001,6.72E-5,
1650,0,2.529E-4,
1651,0,2.99E-5,
1652,0.001,4.72E-5,
1653,0,1.18E-4,
1654,0,8.86E-5,
1655,0,8.85E-5,
1656,0,4.04E-5,
1657,0,8.38E-5,
1658,0.001,1.174E-4,
1659,0,1.122E-4,
1660,0,1.1E-4,
1661,0,7.64E-5,
1662,0,2.543E-4,
1663,0,5.93E-5,
1664,0,8.75E-5,
1665,0,7.54E-5,
1666,0,9.24E-5,
1667,0,6.82E-5,
1668,0,7.75E-5,
1669,0,1.698E-4,
1670,0,9.21E-5,
1671,0,7.32E-5,
1672,0,5.39E-5,
1673,0,1.03E-4,
1674,0,9.28E-5,
1675,0.001,5.68E-5,
1676,0,7.16E-5,
1677,0,9.63E-5,
1678,0,5.33E-5,
1679,0,6.73E-5,
1680,0,5.83E-5,
1681,0,5.79E-5,
1682,0,8.71E-5,
1683,0,4.23E-5,
1684,0,3.8E-5,
1685,0,8.52E-5,
1686,0,6.67E-5,
1687,0,9.32E-5,
1688,0,6.85E-5,
1689,0.001,8.18E-5,
1690,0.001,6.59E-5,
1691,0,6.4E-5,
1692,0,9.07E-5,
1693,0,7.98E-5,
1694,0,3.86E-5,
1695,0,7.4E-5,
1696,0,4.03E-5,
1697,0,5.55E-5,
1698,0,7.43E-5,
1699,0,8.04E-5,
1700,0,6.56E-5,
1701,0,1.282E-4,
1702,0,3.97E-5,
1703,0,8.34E-5,
1704,0,3.023E-4,
1705,0,1.418E-4,
1706,0,7.72E-5,
1707,0,6.84E-5,
1708,0,5.88E-5,
1709,0,8.06E-5,
1710,0,8.01E-5,
1711,0,5.89E-5,
1712,0,5.09E-5,
1713,0,7.0E-5,
1714,0,5.4E-5,
1715,0,5.44E-5,
1716,0,6.37E-5,
1717,0,1.054E-4,
1718,0,8.05E-5,
1719,0,5.72E-5,
1720,0,3.84E-5,
1721,0,7.45E-5,
1722,0,6.95E-5,
1723,0,7.59E-5,
1724,0.001,1.075E-4,
1725,0,7.0E-5,
1726,0,9.5E-5,
1727,0,1.123E-4,
1728,0,7.74E-5,
1729,0,9.01E-5,
1730,0,1.259E-4,
1731,0,9.49E-5,
1732,0,8.95E-5,
1733,0,1.095E-4,
1734,0,6.58E-5,
1735,0,7.72E-5,
1736,0,8.86E-5,
1737,0,8.12E-5,
1738,0,7.94E-5,
1739,0.001,8.22E-5,
1740,0,6.94E-5,
1741,0,8.14E-5,
1742,0,8.75E-5,
1743,0,9.01E-5,
1744,0,8.54E-5,
1745,0,1.119E-4,
1746,0,1.049E-4,
1747,0,9.37E-5,
1748,0,1.118E-4,
1749,0,7.95E-5,
1750,0,1.077E-4,
1751,0,1.06E-4,
1752,0,9.12E-5,
1753,0,1.038E-4,
1754,0,5.87E-5,
1755,0,7.41E-5,
1756,0.001,6.35E-5,
1757,0,2.448E-4,
1758,0,3.45E-5,
1759,0,7.81E-5,
1760,0,8.88E-5,
1761,0,8.19E-5,
1762,0,7.22E-5,
1763,0,8.11E-5,
1764,0,8.74E-5,
1765,0,4.99E-5,
1766,0,6.36E-5,
1767,0,8.42E-5,
1768,0,5.82E-5,
1769,0.001,9.21E-5,
1770,0,6.27E-5,
1771,0,8.08E-5,
1772,0,9.75E-5,
1773,0,8.44E-5,
1774,0,1.047E-4,
1775,0,8.86E-5,
1776,0,7.73E-5,
1777,0,7.72E-5,
1778,0,9.06E-5,
1779,0.001,1.019E-4,
1780,0.001,8.72E-5,
1781,0,6.22E-5,
1782,0,7.6E-5,
1783,0,1.196E-4,
1784,0,8.37E-5,
1785,0,1.264E-4,
1786,0,7.53E-5,
1787,0,9.87E-5,
1788,0,8.84E-5,
1789,0,9.72E-5,
1790,0,1.163E-4,
1791,0,8.42E-5,
1792,0,6.83E-5,
1793,0,9.82E-5,
1794,0,7.9E-5,
1795,0,1.153E-4,
1796,0,1.139E-4,
1797,0,9.9E-5,
1798,0,8.42E-5,
1799,0,8.81E-5,
1800,0,1.086E-4,
1801,0,1.072E-4,
1802,0,9.19E-5,
1803,0,7.16E-5,
1804,0,6.09E-5,
1805,0,1.135E-4,
1806,0,1.086E-4,
1807,0,1.054E-4,
1808,0,1.115E-4,
1809,0,1.011E-4,
1810,0,6.08E-5,
1811,0,1.055E-4,
1812,0,2.739E-4,
1813,0,1.039E-4,
1814,0,7.5E-5,
1815,0,7.64E-5,
1816,0,1.232E-4,
1817,0,8.82E-5,
1818,0,1.056E-4,
1819,0,8.56E-5,
1820,0,9.03E-5,
1821,0,7.65E-5,
1822,0,8.67E-5,
1823,0,6.08E-5,
1824,0,4.48E-5,
1825,0,6.57E-5,
1826,0.001,4.988E-4,
1827,0,8.1E-5,
1828,0,7.03E-5,
1829,0,6.06E-5,
1830,0,7.55E-5,
1831,0,9.02E-5,
1832,0,8.27E-5,
1833,0,4.21E-5,
1834,0,6.65E-5,
1835,0,6.28E-5,
1836,0,4.34E-5,
1837,0,4.77E-5,
1838,0,7.7E-5,
1839,0,7.8E-5,
1840,0,6.5E-5,
1841,0.001,9.34E-5,
1842,0,9.09E-5,
1843,0,4.18E-5,
1844,0,2.74E-5,
1845,0,4.93E-5,
1846,0,4.56E-5,
1847,0,6.85E-5,
1848,0.001,6.61E-5,
1849,0,7.29E-5,
1850,0,4.48E-5,
1851,0,1.196E-4,
1852,0,9.68E-5,
1853,0,8.63E-5,
1854,0,7.81E-5,
1855,0,6.93E-5,
1856,0,7.82E-5,
1857,0,1.005E-4,
1858,0,1.128E-4,
1859,0,6.77E-5,
1860,0,6.9E-5,
1861,0,8.29E-5,
1862,0,1.03E-4,
1863,0,1.744E-4,
1864,0,7.33E-5,
1865,0,7.43E-5,
1866,0,5.49E-5,
1867,0,1.091E-4,
1868,0.001,1.307E-4,
1869,0,9.26E-5,
1870,0,5.88E-5,
1871,0,7.81E-5,
1872,0,7.99E-5,
1873,0,8.56E-5,
1874,0,6.82E-5,
1875,0.001,6.82E-5,
1876,0,7.67E-5,
1877,0,7.15E-5,
1878,0,7.81E-5,
1879,0,1.068E-4,
1880,0,1.275E-4,
1881,0,1.105E-4,
1882,0,1.058E-4,
1883,0,8.42E-5,
1884,0,9.34E-5,
1885,0,9.62E-5,
1886,0,1.106E-4,
1887,0,9.49E-5,
1888,0,7.09E-5,
1889,0,1.064E-4,
1890,0,5.91E-5,
1891,0,8.3E-5,
1892,0,6.35E-5,
1893,0,6.89E-5,
1894,0.001,3.07E-5,
1895,0,2.441E-4,
1896,0,7.31E-5,
1897,0,7.52E-5,
1898,0,5.55E-5,
1899,0,8.8E-5,
1900,0,1.073E-4,
1901,0,5.52E-5,
1902,0,1.195E-4,
1903,0,9.38E-5,
1904,0.001,1.982E-4,
1905,0,4.7E-5,
1906,0,1.559E-4,
1907,0,6.99E-5,
1908,0,7.05E-5,
1909,0,5.49E-5,
1910,0,7.6E-5,
1911,0,5.49E-5,
1912,0,7.0E-5,
1913,0,7.8E-5,
1914,0.001,7.23E-5,
1915,0,7.9E-5,
1916,0,1.13E-4,
1917,0,1.014E-4,
1918,0,1.223E-4,
1919,0,8.97E-5,
1920,0,1.054E-4,
1921,0,1.032E-4,
1922,0,9.03E-5,
1923,0,1.189E-4,
1924,0,1.062E-4,
1925,0,1.036E-4,
1926,0,9.12E-5,
1927,0,1.09E-4,
1928,0,1.059E-4,
1929,0,4.94E-5,
1930,0,7.75E-5,
1931,0,4.3E-5,
1932,0,7.85E-5,
1933,0,8.94E-5,
1934,0,4.25E-5,
1935,0,1.07E-4,
1936,0,9.0E-5,
1937,0,1.233E-4,
1938,0,1.054E-4,
1939,0,1.021E-4,
1940,0,1.018E-4,
1941,0,1.015E-4,
1942,0,1.069E-4,
1943,0,9.65E-5,
1944,0,1.026E-4,
1945,0,7.83E-5,
1946,0,9.93E-5,
1947,0,7.99E-5,
1948,0,6.51E-5,
1949,0,7.13E-5,
1950,0,7.66E-5,
1951,0,6.33E-5,
1952,0,1.18E-4,
1953,0,7.76E-5,
1954,0,7.94E-5,
1955,0,1.051E-4,
1956,0,1.181E-4,
1957,0,1.224E-4,
1958,0,9.73E-5,
1959,0,9.46E-5,
1960,0,6.55E-5,
1961,0,7.98E-5,
1962,0,9.53E-5,
1963,0,1.004E-4,
1964,0,7.26E-5,
1965,0,7.11E-5,
1966,0,1.097E-4,
1967,0,1.157E-4,
1968,0,7.01E-5,
1969,0,9.02E-5,
1970,0,8.67E-5,
1971,0,6.53E-5,
1972,0,9.8E-5,
1973,0,5.71E-5,
1974,0,7.47E-5,
1975,0,8.04E-5,
1976,0.001,7.94E-5,
1977,0,5.49E-5,
1978,0,6.1E-5,
1979,0,5.56E-5,
1980,0,8.09E-5,
1981,0,8.44E-5,
1982,0,8.33E-5,
1983,0,6.73E-5,
1984,0,9.98E-5,
1985,0,8.1E-5,
1986,0,1.186E-4,
1987,0,1.347E-4,
1988,0,1.035E-4,
1989,0.001,9.84E-5,
1990,0.001,9.64E-5,
1991,0,8.29E-5,
1992,0,3.84E-5,
1993,0,7.21E-5,
1994,0,1.121E-4,
1995,0,9.85E-5,
1996,0,1.126E-4,
1997,0,1.043E-4,
1998,0,8.2E-5,
1999,0.001,9.19E-5,
2000,0,9.39E-5,
2001,0.001,8.4E-5,
2002,0,8.95E-5,
2003,0,9.08E-5,
2004,0,6.38E-5,
2005,0,6.89E-5,
2006,0,5.45E-5,
2007,0,7.96E-5,
2008,0,8.32E-5,
2009,0,9.15E-5,
2010,0,5.76E-5,
2011,0,7.54E-5,
2012,0,1.122E-4,
2013,0,8.95E-5,
2014,0,7.85E-5,
2015,0,8.54E-5,
2016,0,5.53E-5,
2017,0,8.16E-5,
2018,0,8.31E-5,
2019,0,1.178E-4,
2020,0,9.4E-5,
2021,0,9.53E-5,
2022,0,1.125E-4,
2023,0,8.35E-5,
2024,0,7.72E-5,
2025,0,5.3E-5,
2026,0,7.77E-5,
2027,0,8.24E-5,
2028,0,8.85E-5,
2029,0,7.52E-5,
2030,0,3.95E-5,
2031,0,4.34E-5,
2032,0,4.59E-5,
2033,0,3.14E-5,
2034,0,1.191E-4,
2035,0,9.3E-5,
2036,0,8.04E-5,
2037,0,6.78E-5,
2038,0,8.71E-5,
2039,0,7.57E-5,
2040,0,7.67E-5,
2041,0,6.6E-5,
2042,0,9.83E-5,
2043,0.001,8.31E-5,
2044,0,8.31E-5,
2045,0,1.049E-4,
2046,0,7.14E-5,
2047,0,5.57E-5,
2048,0,4.96E-5,
2049,0,9.25E-5,
2050,0,1.055E-4,
2051,0,4.99E-5,
2052,0,8.59E-5,
2053,0,7.81E-5,
2054,0,1.303E-4,
2055,0,9.25E-5,
2056,0,1.756E-4,
2057,0,1.545E-4,
2058,0,1.1E-4,
2059,0,7.73E-5,
2060,0,8.48E-5,
2061,0.001,4.86E-5,
2062,0,1.838E-4,
2063,0.001,1.05E-4,
2064,0,1.078E-4,
2065,0,7.54E-5,
2066,0,4.82E-5,
2067,0,5.01E-5,
2068,0.001,8.37E-5,
2069,0,7.84E-5,
2070,0,8.14E-5,
2071,0,8.47E-5,
2072,0,1.058E-4,
2073,0,4.94E-5,
2074,0,6.5E-5,
2075,0,1.509E-4,
2076,0,7.69E-5,
2077,0,7.44E-5,
2078,0,1.044E-4,
2079,0,7.53E-5,
2080,0,8.77E-5,
2081,0,7.82E-5,
2082,0,9.15E-5,
2083,0,8.5E-5,
2084,0,5.44E-5,
2085,0,1.027E-4,
2086,0,1.393E-4,
2087,0,4.56E-5,
2088,0,7.93E-5,
2089,0,4.45E-5,
2090,0,8.15E-5,
2091,0,1.077E-4,
2092,0,4.52E-5,
2093,0,7.3E-5,
2094,0.001,1.113E-4,
2095,0,1.077E-4,
2096,0,9.87E-5,
2097,0,7.49E-5,
2098,0,7.91E-5,
2099,0,9.72E-5,
2100,0,7.49E-5,
2101,0,1.777E-4,
2102,0,4.77E-5,
2103,0,7.28E-5,
2104,0,1.165E-4,
2105,0,9.16E-5,
2106,0,1.008E-4,
2107,0,1.071E-4,
2108,0,7.87E-5,
2109,0,1.134E-4,
2110,0.001,8.34E-5,
2111,0.001,1.267E-4,
2112,0,1.052E-4,
2113,0,9.89E-5,
2114,0,1.042E-4,
2115,0,2.584E-4,
2116,0,1.018E-4,
2117,0,7.95E-5,
2118,0,1.195E-4,
2119,0.001,7.47E-5,
2120,0,1.097E-4,
2121,0,8.94E-5,
2122,0,7.77E-5,
2123,0,8.15E-5,
2124,0,8.38E-5,
2125,0,7.9E-5,
2126,0,5.14E-5,
2127,0,4.56E-5,
2128,0,5.8E-5,
2129,0,5.24E-5,
2130,0.001,8.58E-5,
2131,0,7.45E-5,
2132,0,1.189E-4,
2133,0,1.065E-4,
2134,0,1.069E-4,
2135,0,1.019E-4,
2136,0.001,1.17E-4,
2137,0,1.041E-4,
2138,0,1.019E-4,
2139,0,1.071E-4,
2140,0,1.096E-4,
2141,0,8.0E-5,
2142,0,6.06E-5,
2143,0,7.96E-5,
2144,0,7.38E-5,
2145,0,8.37E-5,
2146,0,5.3E-5,
2147,0,9.35E-5,
2148,0,7.27E-5,
2149,0,7.25E-5,
2150,0,1.092E-4,
2151,0,7.91E-5,
2152,0,6.32E-5,
2153,0,8.12E-5,
2154,0,7.91E-5,
2155,0,5.93E-5,
2156,0,1.113E-4,
2157,0,1.023E-4,
2158,0,1.071E-4,
2159,0.001,1.091E-4,
2160,0,6.03E-5,
2161,0,1.173E-4,
2162,0,1.006E-4,
2163,0,8.71E-5,
2164,0,1.045E-4,
2165,0,4.78E-5,
2166,0,7.81E-5,
2167,0,1.112E-4,
2168,0,1.134E-4,
2169,0,7.75E-5,
2170,0,1.434E-4,
2171,0,7.48E-5,
2172,0,7.12E-5,
2173,0,3.96E-5,
2174,0,9.14E-5,
2175,0,1.204E-4,
2176,0.001,8.52E-5,
2177,0,9.01E-5,
2178,0,7.07E-5,
2179,0,1.202E-4,
2180,0,1.179E-4,
2181,0,9.49E-5,
2182,0,1.143E-4,
2183,0,1.386E-4,
2184,0,9.71E-5,
2185,0,5.65E-5,
2186,0,1.452E-4,
2187,0,6.18E-5,
2188,0,5.79E-5,
2189,0,1.1E-4,
2190,0,2.098E-4,
2191,0,1.749E-4,
2192,0,1.199E-4,
2193,0,9.68E-5,
2194,0,1.078E-4,
2195,0,7.99E-5,
2196,0,1.144E-4,
2197,0,9.32E-5,
2198,0.001,8.92E-5,
2199,0,1.044E-4,
2200,0,7.49E-5,
